175,38,14
176,90,14
177,50,14
178,66,14
179,19,14
180,59,14
181,60,14
182,4,14
183,24,14
184,2,14
185,94,14
186,92,14
187,70,14
188,67,14
189,51,14
190,31,15
191,42,15
192,24,15
193,90,15
194,61,15
195,87,16
196,62,16
197,31,16
198,39,16
199,32,16
200,26,16
201,64,17
202,3,17
203,74,17
204,53,17
205,70,17
206,80,17
207,99,17
208,62,17
209,32,17
210,73,17
211,17,17
212,26,17
213,56,17
214,97,17
215,89,17
216,95,17
217,40,17
218,68,17
219,90,18
220,81,18
221,39,18
222,71,18
223,2,18
224,66,18
225,83,18
226,55,18
227,64,19
228,57,19
229,8,19
230,34,19
231,55,19
232,40,19
233,68,19
234,85,19
235,70,19
236,88,19
237,85,20
238,36,20
239,11,20
240,6,20
241,52,20
242,62,20
243,53,21
244,66,21
245,58,21
246,98,21
247,97,21
248,54,21
249,75,21
250,37,21
251,87,21
252,23,22
253,29,22
254,15,22
255,22,22
256,60,22
257,44,22
258,84,22
259,70,22
260,77,22
261,36,22
262,47,22
263,80,22
264,79,22
265,96,22
266,49,22
267,93,22
268,2,22
269,30,23
270,79,23
271,49,23
272,63,23
273,75,23
274,51,23
275,52,23
276,39,23
277,58,23
278,28,23
279,16,23
280,22,23
281,17,23
282,21,23
283,6,23
284,74,24
285,41,24
286,13,24
287,89,24
288,55,24
289,4,25
290,70,25
291,99,25
292,83,25
293,45,25
294,18,25
295,60,25
296,86,25
297,63,26
298,23,26
299,56,26
300,25,26
301,48,26
302,55,26
303,28,26
304,40,26
305,15,26
306,47,26
307,75,26
308,76,26
309,14,26
310,92,26
311,89,26
312,45,26
313,36,26
314,3,26
315,65,26
316,69,26
317,33,27
318,84,28
319,88,28
320,16,28
321,41,29
322,98,29
323,5,29
324,85,29
325,89,29
326,69,29
327,75,29
328,66,29
329,37,29
330,76,29
331,80,29
332,56,29
333,42,29
334,93,29
335,61,29
336,86,29
337,46,30
338,22,30
339,17,30
340,16,30
341,21,30
342,58,30
343,84,30
344,99,30
345,76,30
346,73,30
347,85,30
348,49,31
349,62,31
350,21,31
351,68,31
352,66,31
353,59,31
354,48,31
355,7,31
356,98,31
357,45,31
358,60,31
359,91,31
360,55,31
361,14,31
362,40,31
363,24,31
364,41,31
365,99,31
366,85,31
367,64,32
368,99,32
369,18,32
370,9,32
371,60,32
372,43,32
373,77,32
374,95,32
375,69,32
376,1,32
377,46,32
378,52,32
379,4,32
380,67,33
381,38,33
382,2,33
383,23,33
384,35,33
385,40,33
386,28,33
387,27,33
388,70,33
389,36,33
390,80,33
391,68,33
392,30,33
393,69,33
394,99,33
395,73,33
396,20,33
397,50,33
398,46,34
399,5,34
400,97,34
401,41,34
402,26,34
403,88,34
404,60,34
405,49,35
406,90,35
407,35,35
408,15,35
409,16,35
410,22,36
411,65,36
412,12,36
413,57,37
414,24,37
415,79,37
416,91,37
417,49,37
418,21,37
419,66,37
420,47,38
421,66,38
422,90,38
423,70,38
424,14,38
425,7,38
426,56,38
427,67,38
428,76,38
429,96,38
430,20,39
431,65,39
432,54,39
433,77,39
434,35,39
435,17,39
436,21,39
437,98,39
438,4,39
439,28,40
440,82,40
441,41,40
442,39,40
443,94,40
444,21,40
445,23,40
446,5,40
447,30,40
448,71,40
449,62,40
450,22,40
451,81,40
452,58,40
453,35,40
454,4,40
455,25,40
456,77,41
457,98,41
458,84,41
459,3,41
460,42,41
461,47,41
462,1,41
463,93,41
464,28,41
465,86,41
466,59,41
467,36,41
468,75,42
469,72,42
470,81,42
471,6,42
472,70,42
473,51,42
474,20,42
475,4,42
476,77,42
477,84,42
478,1,42
479,33,42
480,79,42
481,92,42
482,97,42
483,29,42
484,19,42
485,57,42
486,70,43
487,86,43
488,22,43
489,9,43
490,28,43
491,38,43
492,21,43
493,14,44
494,57,44
495,63,44
496,46,44
497,96,44
498,25,44
499,29,45
500,47,45
501,99,45
502,5,45
503,97,45
504,55,45
505,74,46
506,76,46
507,78,46
508,37,46
509,68,46
510,91,47
511,8,47
512,54,47
513,83,47
514,33,47
515,66,47
516,89,47
517,56,47
518,74,47
519,30,47
520,92,47
521,11,47
522,38,47
523,28,48
524,22,48
525,84,49
526,37,49
527,72,49
528,39,49
529,86,49
530,93,50
531,64,50
532,97,50
533,31,50
534,60,50
535,78,50
536,47,51
537,58,51
538,18,51
539,57,51
540,45,51
541,27,51
542,99,51
543,15,51
544,66,51
545,93,51
546,73,51
547,90,51
548,36,51
549,65,51
550,35,52
551,88,52
552,41,52
553,45,52
554,6,52
555,84,52
556,78,52
557,18,53
558,52,53
559,54,53
560,80,53
561,68,53
562,29,53
563,67,53
564,33,53
565,15,53
566,71,53
567,46,53
568,76,53
569,66,53
570,23,53
571,65,54
572,47,54
573,45,54
574,36,54
575,23,54
576,57,54
577,16,54
578,61,55
579,73,55
580,27,55
581,62,55
582,13,55
583,84,56
584,14,56
585,34,56
586,18,56
587,54,56
588,98,56
589,70,57
590,84,57
591,68,57
592,1,57
593,17,57
594,26,57
595,13,57
596,45,57
597,4,57
598,19,57
599,23,57
600,16,57
601,42,57
602,88,58
603,75,58
604,26,58
605,17,59
606,4,59
607,26,59
608,15,59
609,70,59
610,60,59
611,81,59
612,41,59
613,95,59
614,68,59
615,34,59
616,39,59
617,72,60
618,7,60
619,90,60
620,54,60
621,58,60
622,86,60
623,6,60
624,17,60
625,94,60
626,43,60
627,92,60
628,49,60
629,12,60
630,68,60
631,23,60
632,44,61
633,60,62
634,14,62
635,9,62
636,50,62
637,95,62
638,13,62
639,75,62
640,25,62
641,32,63
642,74,63
643,41,63
644,68,63
645,49,63
646,22,63
647,14,63
648,53,63
649,23,63
650,86,63
651,72,63
652,92,63
653,13,63
654,3,63
655,6,64
656,15,64
657,11,64
658,87,64
659,98,64
660,29,64
661,9,64
662,4,64
663,91,64
664,99,64
665,59,64
666,80,64
667,53,64
668,65,64
669,62,64
670,57,64
671,42,65
672,7,65
673,4,65
674,90,65
675,26,65
676,51,66
677,77,66
678,12,66
679,81,66
680,56,66
681,37,66
682,34,67
683,62,68
684,59,68
685,1,68
686,85,68
687,82,68
688,41,68
689,38,68
690,5,68
691,9,68
692,65,68
693,78,68
694,21,68
695,14,68
696,33,69
697,60,69
698,75,69
699,96,69
700,2,69
701,30,69
702,91,69
703,4,69
704,38,69
705,73,69
706,53,69
707,58,69
708,6,69
709,71,69
710,67,69
711,15,69
712,12,70
713,57,70
714,92,70
715,95,70
716,32,70
717,35,70
718,52,70
719,86,70
720,44,70
721,37,70
722,46,70
723,58,70
724,33,70
725,27,70
726,72,70
727,48,71
728,67,71
729,45,71
730,1,71
731,87,71
732,74,71
733,35,72
734,81,72
735,45,73
736,82,73
737,49,73
738,88,73
739,2,73
740,50,73
741,60,73
742,44,73
743,12,73
744,38,73
745,89,74
746,80,74
747,25,74
748,60,74
749,34,74
750,67,74
751,3,74
752,23,74
753,42,74
754,19,75
755,25,75
756,81,76
757,97,76
758,86,76
759,74,76
760,32,76
761,84,76
762,90,76
763,46,76
764,61,76
765,33,76
766,2,76
767,91,76
768,70,76
769,28,76
770,54,76
771,40,76
772,23,76
773,67,76
774,40,77
775,44,77
776,92,77
777,9,77
778,61,78
779,48,78
780,78,78
781,34,78
782,81,78
783,60,78
784,95,78
785,26,78
786,7,78
787,89,78
788,76,78
789,17,78
790,19,78
791,55,78
792,5,78
793,42,78
794,49,78
795,67,78
796,99,79
797,74,79
798,28,79
799,25,79
800,76,79
801,35,79
802,29,79
803,68,80
804,27,81
805,95,81
806,86,81
807,99,81
808,10,81
809,71,81
810,40,81
811,89,81
812,74,82
813,83,82
814,14,82
815,62,82
816,15,82
817,51,82
818,78,82
819,58,82
820,32,82
821,37,82
822,4,82
823,61,82
824,54,82
825,3,82
826,11,82
827,72,83
828,51,83
829,70,83
830,6,83
831,50,83
832,20,83
833,33,84
834,63,84
835,6,84
836,31,84
837,51,84
838,75,84
839,42,84
840,92,84
841,42,85
842,61,85
843,99,85
844,27,85
845,2,85
846,94,85
847,14,85
848,7,85
849,66,85
850,32,85
851,34,85
852,82,85
853,87,85
854,81,85
855,79,85
856,28,85
857,18,85
858,69,85
859,96,85
860,11,86
861,1,86
862,45,86
863,32,86
864,46,86
865,61,86
866,31,87
867,92,87
868,81,87
869,66,87
870,65,87
871,63,87
872,48,87
873,85,87
874,14,87
875,50,87
876,93,87
877,47,87
878,2,87
879,76,88
880,93,88
881,25,88
882,9,88
883,40,88
884,26,88
885,39,88
886,4,88
887,28,88
888,7,88
889,90,88
890,38,88
891,69,88
892,47,89
893,21,89
894,80,89
895,8,89
896,5,89
897,51,89
898,56,89
899,96,89
900,63,89
901,53,89
902,7,90
903,95,90
904,87,90
905,68,90
906,86,90
907,28,90
908,36,90
909,53,90
910,17,90
911,48,90
912,88,90
913,33,90
914,9,90
915,91,90
916,32,90
917,51,90
918,72,90
919,65,90
920,4,90
921,66,91
922,12,91
923,64,91
924,94,91
925,19,91
926,82,91
927,56,91
928,97,91
929,16,91
930,81,91
931,53,91
932,46,91
933,72,91
934,26,91
935,44,91
936,49,91
937,30,91
938,33,91
939,43,91
940,33,92
941,76,92
942,89,92
943,27,92
944,18,92
945,26,92
946,99,93
947,34,93
948,46,93
949,32,93
950,70,93
951,67,93
952,90,93
953,96,93
954,47,93
955,60,93
956,50,93
957,1,93
958,2,93
959,52,93
960,92,94
961,50,94
962,98,94
963,57,94
964,78,94
965,99,94
966,87,94
967,14,94
968,56,94
969,10,94
970,81,94
971,48,94
972,97,94
973,3,94
974,64,95
975,75,95
976,16,96
977,17,96
978,23,96
979,67,96
980,53,96
981,6,96
982,86,96
983,90,96
984,48,96
985,47,96
986,45,96
987,56,96
988,82,96
989,87,96
990,63,96
991,72,96
992,24,96
993,54,96
994,44,97
995,59,97
996,39,97
997,89,97
998,52,97
999,72,97
1000,1,97
1001,4,97
1002,41,97
1003,51,98
1004,1,98
1005,4,98
1006,25,98
1007,5,98
1008,96,98
1009,97,98
1010,92,98
1011,66,98
1012,40,98
1013,30,98
1014,78,98
1015,83,98
1016,33,98
1017,28,98
1018,99,99
1019,55,99
1020,27,99
1021,14,99
1022,20,99
1023,42,99
